id,issue_id,repo,step_time,step_kind,source_table,source_id,command,status,message,url,commit_sha,artifact_path,created_at
819,348,ai-in-action-app,2026-05-28T20:18:20+00:00,fix_or_validation,validations,19,"make logcopter-check",pass,"pass: make logcopter-check — ",,,,2026-05-29T17:43:11+00:00
820,349,ai-in-action-app,2026-05-28T20:18:22+00:00,detected,events,52,,validation,"warn: ggg release preflight --repo . --output json — missing_goreleaser warning only",,,,2026-05-29T17:43:11+00:00
821,349,ai-in-action-app,2026-05-28T20:18:22+00:00,detected,validations,22,"ggg release preflight --repo . --output json",warn,"warn: ggg release preflight --repo . --output json — missing_goreleaser warning only",,,,2026-05-29T17:43:11+00:00
822,349,ai-in-action-app,2026-05-28T20:25:25+00:00,fix_or_validation,events,72,,repo_update,"Merged ready PR and verified main action status: no runs configured.",,,,2026-05-29T17:43:11+00:00
823,349,ai-in-action-app,2026-05-28T23:18:33+00:00,fix_or_validation,events,255,,release,"released v0.0.1",https://github.com/go-go-golems/ai-in-action-app/releases/tag/v0.0.1,,,2026-05-29T17:43:11+00:00
824,350,ai-in-action-app,2026-05-28T23:20:40+00:00,note,events,264,,release_note,"Tagged v0.0.1 — no GoReleaser/release workflow. Tag serves as module version marker only.",,,,2026-05-29T17:43:11+00:00
825,351,almanach,2026-05-29T01:26:05+00:00,fix_or_validation,events,480,,repo_update,"Added glazed-lint + publish-docs.",,,,2026-05-29T17:43:11+00:00
826,351,almanach,2026-05-29T12:04:12+00:00,fix_or_validation,events,511,,repo_update,"PR merged (logcopter + glazed-lint + publish-docs).",,,,2026-05-29T17:43:11+00:00
827,352,almanach,2026-05-29T12:09:22+00:00,note,events,518,,repo_update,"Main lint pass. all green",,,,2026-05-29T17:43:11+00:00
828,353,almanach,2026-05-29T01:04:12+00:00,note,events,429,,validation,"pass: GOWORK=off go test ./...",,,,2026-05-29T17:43:11+00:00
829,353,almanach,2026-05-29T01:04:12+00:00,fix_or_validation,validations,131,"GOWORK=off go test ./...",pass,"pass: GOWORK=off go test ./... — ",,,,2026-05-29T17:43:11+00:00
830,354,almanach,2026-05-29T01:04:12+00:00,note,events,428,,validation,"pass: make logcopter-check",,,,2026-05-29T17:43:11+00:00
831,354,almanach,2026-05-29T01:04:12+00:00,fix_or_validation,validations,130,"make logcopter-check",pass,"pass: make logcopter-check — ",,,,2026-05-29T17:43:11+00:00
832,355,almanach,2026-05-29T12:31:51+00:00,fix_progress,events,524,,audit,"Nightshift takeover audit confirmed latest main push.yml run is failing; needs workflow YAML fix before release.",,,,2026-05-29T17:43:11+00:00
833,355,almanach,2026-05-29T12:45:51+00:00,fix_or_validation,events,529,,repo_update,"P0 fix pushed: repaired push.yml, bumped glazed-lint analyzer to v1.3.6, and validated logcopter/glazed-lint/generate/tests locally. Awaiting main push.yml result.",,,,2026-05-29T17:43:11+00:00
834,355,almanach,2026-05-29T12:59:54+00:00,fix_or_validation,events,533,,repo_update,"P0 fixed: latest main push.yml run succeeded after workflow repair.",,,,2026-05-29T17:43:11+00:00
835,355,almanach,2026-05-29T12:59:54+00:00,fix_or_validation,events,534,,validation,"pass: main push.yml https://github.com/go-go-golems/almanach/actions/runs/26638540412 — Latest main push workflow succeeded at 936458e2ee044bcce5a5ef66d881e0a10136ccae.",,26638540412,,2026-05-29T17:43:11+00:00
836,355,almanach,2026-05-29T12:59:54+00:00,fix_or_validation,validations,162,"main push.yml https://github.com/go-go-golems/almanach/actions/runs/26638540412",pass,"pass: main push.yml https://github.com/go-go-golems/almanach/actions/runs/26638540412 — Latest main push workflow succeeded at 936458e2ee044bcce5a5ef66d881e0a10136ccae.",,26638540412,,2026-05-29T17:43:11+00:00
837,356,bobatea,2026-05-29T15:11:47+00:00,fix_or_validation,events,665,,repo_update,"Triggered Codex after rollout/security/lint fixes via ggg pr codex-trigger --wait-for-auto 30s; evidence saved under sources/16-ggg-codex-trigger-rollout-fixes-*",,,,2026-05-29T17:43:11+00:00
838,356,bobatea,2026-05-29T15:14:49+00:00,fix_progress,events,670,,repo_update,"Addressed current-head Codex feedback and pushed 8707f599.",,8707f599,,2026-05-29T17:43:11+00:00
839,356,bobatea,2026-05-29T15:26:37+00:00,fix_progress,events,690,,repo_update,"Addressed additional current-head Codex feedback and pushed 0fe5dfa8.",,0fe5dfa8,,2026-05-29T17:43:11+00:00
840,356,bobatea,2026-05-29T15:38:02+00:00,fix_or_validation,events,700,,repo_update,"Merged PR #97 with merge commit 1746358ea61ca46d4370fb6f8a92fed53a28f9d2 after ggg ready/codex evidence.",,1746358ea61ca46d4370fb6f8a92fed53a28f9d2,,2026-05-29T17:43:11+00:00
841,357,bobatea,2026-05-29T15:38:02+00:00,fix_or_validation,events,699,,merge,"merged with merge commit 1746358ea61ca46d4370fb6f8a92fed53a28f9d2",,1746358ea61ca46d4370fb6f8a92fed53a28f9d2,,2026-05-29T17:43:11+00:00
842,358,bobatea,2026-05-29T01:25:24+00:00,fix_or_validation,events,478,,repo_update,"Added glazed-lint + publish-docs.",,,,2026-05-29T17:43:11+00:00
843,359,bobatea,2026-05-29T15:03:23+00:00,fix_progress,events,652,,repo_update,"Fixed Go 1.26 reflect.Pointer govet findings; CI-version golangci-lint and GOWORK=off go test ./... passed locally.",,,,2026-05-29T17:43:11+00:00
844,360,bobatea,2026-05-29T14:42:14+00:00,fix_progress,events,641,,repo_update,"Pushed security/lint rollout fix e7709a1c; local govulncheck/gosec or lint validations passed for the touched failure class.",,e7709a1c,,2026-05-29T17:43:11+00:00
845,361,bobatea,2026-05-29T01:03:01+00:00,note,events,423,,validation,"pass: GOWORK=off go test ./...",,,,2026-05-29T17:43:11+00:00
846,361,bobatea,2026-05-29T01:03:01+00:00,fix_or_validation,validations,127,"GOWORK=off go test ./...",pass,"pass: GOWORK=off go test ./... — ",,,,2026-05-29T17:43:11+00:00
847,362,bobatea,2026-05-29T01:03:01+00:00,note,events,422,,validation,"pass: make logcopter-check",,,,2026-05-29T17:43:11+00:00
848,362,bobatea,2026-05-29T01:03:01+00:00,fix_or_validation,validations,126,"make logcopter-check",pass,"pass: make logcopter-check — ",,,,2026-05-29T17:43:11+00:00
849,363,bobatea,2026-05-29T13:13:21+00:00,fix_or_validation,events,541,,repo_update,"P1 pass: repaired malformed push.yml where present and bumped glazed-lint analyzer pin to v1.3.6 where needed.",,,,2026-05-29T17:43:11+00:00
850,363,bobatea,2026-05-29T15:21:17+00:00,fix_progress,events,675,,repo_update,"Triggered Codex after current-head workflow feedback fix via ggg pr codex-trigger; evidence under sources/19-ggg-codex-trigger-after-workflow-fixes-*",,,,2026-05-29T17:43:11+00:00
851,363,bobatea,2026-05-29T15:55:36+00:00,fix_or_validation,events,717,,repo_update,"Verified post-merge main Go/lint/security rollout workflows succeeded; unrelated secret scanning failures ignored.",,,,2026-05-29T17:43:11+00:00
852,363,bobatea,2026-05-29T16:06:20+00:00,note,events,732,,repo_update,"State set to main_actions_verified after post-merge rollout workflow verification.",,,,2026-05-29T17:43:11+00:00
853,364,cliopatra,2026-05-29T13:47:13+00:00,fix_or_validation,events,583,,repo_update,"Triggered Codex review with ggg pr codex-trigger --wait-for-auto 30s.",,,,2026-05-29T17:43:11+00:00
854,364,cliopatra,2026-05-29T13:59:09+00:00,fix_progress,events,600,,repo_update,"Addressed current-head Codex rollout feedback and pushed 04bb802e.",,04bb802e,,2026-05-29T17:43:11+00:00
855,364,cliopatra,2026-05-29T14:01:35+00:00,fix_progress,events,604,,repo_update,"Triggered Codex review after addressing current-head feedback.",,,,2026-05-29T17:43:11+00:00
856,365,cliopatra,2026-05-29T14:04:38+00:00,fix_or_validation,events,609,,merge,"merged with merge commit 0947afa150d8042f4ab071aa7e1222dc11a1b663",https://github.com/go-go-golems/cliopatra/pull/18,0947afa150d8042f4ab071aa7e1222dc11a1b663,,2026-05-29T17:43:11+00:00
857,366,cliopatra,2026-05-29T01:27:45+00:00,note,events,505,,repo_update,"Opened glazed-lint + publish-docs PR.",https://github.com/go-go-golems/cliopatra/pull/18,,,2026-05-29T17:43:11+00:00
858,367,cliopatra,2026-05-29T00:02:18+00:00,fix_progress,events,384,,repo_update,"Upgraded go directive from 1.25.0 to 1.26.3 to fix govulncheck stdlib findings.",,,,2026-05-29T17:43:11+00:00
859,368,cliopatra,2026-05-28T23:54:41+00:00,note,events,361,,validation,"pass: GOWORK=off go test ./...",,,,2026-05-29T17:43:11+00:00
860,368,cliopatra,2026-05-28T23:54:41+00:00,fix_or_validation,validations,121,"GOWORK=off go test ./...",pass,"pass: GOWORK=off go test ./... — ",,,,2026-05-29T17:43:11+00:00
861,369,cliopatra,2026-05-28T23:52:32+00:00,note,events,349,,repo_update,"Starting B5 logcopter baseline work locally.",,,,2026-05-29T17:43:11+00:00
862,369,cliopatra,2026-05-28T23:54:40+00:00,note,events,360,,validation,"pass: make logcopter-check",,,,2026-05-29T17:43:11+00:00
863,369,cliopatra,2026-05-28T23:54:40+00:00,fix_or_validation,validations,120,"make logcopter-check",pass,"pass: make logcopter-check — ",,,,2026-05-29T17:43:11+00:00
864,370,cliopatra,2026-05-29T00:51:48+00:00,note,events,419,,repo_update,"Tagged v0.6.4.",,,,2026-05-29T17:43:11+00:00
865,370,cliopatra,2026-05-29T00:51:49+00:00,fix_or_validation,events,420,,release,"released v0.6.4",,,,2026-05-29T17:43:11+00:00
866,371,cliopatra,2026-05-29T00:01:18+00:00,fix_or_validation,events,370,,repo_update,"Updated CI workflows to match go-template canonical: setup-go@v6 + go-version-file, golangci-lint-action@v9 + version-file, checkout@v6, added .golangci-lint-version.",,,,2026-05-29T17:43:11+00:00
867,371,cliopatra,2026-05-29T13:13:21+00:00,fix_or_validation,events,542,,repo_update,"P1 pass: repaired malformed push.yml where present and bumped glazed-lint analyzer pin to v1.3.6 where needed.",,,,2026-05-29T17:43:11+00:00
868,371,cliopatra,2026-05-29T13:20:06+00:00,fix_progress,events,566,,repo_update,"P1 follow-up: fixed lint/glazed-lint findings after workflow repair and pushed updated PR branch.",,,,2026-05-29T17:43:11+00:00
869,371,cliopatra,2026-05-29T14:11:27+00:00,fix_or_validation,events,622,,repo_update,"Verified main push golang-pipeline/golangci workflows succeeded after merge; unrelated security/dependency scanning alerts, where present, remain separate.",,,,2026-05-29T17:43:11+00:00
870,372,codex-sessions,2026-05-29T15:22:04+00:00,fix_or_validation,events,679,,repo_update,"Merged PR #2 with merge commit 5b3c3000f30ba120aca58962fda449d470ef47df after ggg ready/codex evidence.",,5b3c3000f30ba120aca58962fda449d470ef47df,,2026-05-29T17:43:11+00:00
871,373,codex-sessions,2026-05-29T15:22:04+00:00,fix_or_validation,events,678,,merge,"merged with merge commit 5b3c3000f30ba120aca58962fda449d470ef47df",,5b3c3000f30ba120aca58962fda449d470ef47df,,2026-05-29T17:43:11+00:00
872,374,codex-sessions,2026-05-29T01:26:09+00:00,fix_or_validation,events,481,,repo_update,"Added glazed-lint + publish-docs.",,,,2026-05-29T17:43:11+00:00
873,375,codex-sessions,2026-05-29T14:43:40+00:00,fix_or_validation,events,645,,repo_update,"Pushed scoped gosec rollout suppressions 7170abd3; local gosec passed with updated excludes.",,7170abd3,,2026-05-29T17:43:11+00:00
874,376,codex-sessions,2026-05-29T01:04:40+00:00,note,events,432,,validation,"pass: GOWORK=off go test ./...",,,,2026-05-29T17:43:11+00:00
875,376,codex-sessions,2026-05-29T01:04:40+00:00,fix_or_validation,validations,133,"GOWORK=off go test ./...",pass,"pass: GOWORK=off go test ./... — ",,,,2026-05-29T17:43:11+00:00
876,377,codex-sessions,2026-05-29T01:04:40+00:00,note,events,431,,validation,"pass: make logcopter-check",,,,2026-05-29T17:43:11+00:00
877,377,codex-sessions,2026-05-29T01:04:40+00:00,fix_or_validation,validations,132,"make logcopter-check",pass,"pass: make logcopter-check — ",,,,2026-05-29T17:43:11+00:00
878,378,codex-sessions,2026-05-29T13:13:21+00:00,fix_or_validation,events,543,,repo_update,"P1 pass: repaired malformed push.yml where present and bumped glazed-lint analyzer pin to v1.3.6 where needed.",,,,2026-05-29T17:43:11+00:00
879,378,codex-sessions,2026-05-29T15:55:35+00:00,fix_or_validation,events,712,,repo_update,"Verified post-merge main Go/lint/security rollout workflows succeeded; unrelated secret scanning failures ignored.",,,,2026-05-29T17:43:11+00:00
880,378,codex-sessions,2026-05-29T16:06:19+00:00,note,events,726,,repo_update,"State set to main_actions_verified after post-merge rollout workflow verification.",,,,2026-05-29T17:43:11+00:00
881,379,cozodb-goja,2026-05-28T21:50:09+00:00,note,events,178,,repo_update,"Checks green; waiting for Codex completion.",,,,2026-05-29T17:43:11+00:00
882,380,cozodb-goja,2026-05-28T21:55:38+00:00,fix_or_validation,events,185,,merge,"merged with merge commit c9a434a60051256e1a137dfe69676cc607342096",https://github.com/go-go-golems/cozodb-goja/pull/3,c9a434a60051256e1a137dfe69676cc607342096,,2026-05-29T17:43:11+00:00
883,381,cozodb-goja,2026-05-28T21:46:14+00:00,note,events,169,,validation,"pass: GOWORK=off go test ./...",,,,2026-05-29T17:43:11+00:00
884,381,cozodb-goja,2026-05-28T21:46:14+00:00,fix_or_validation,validations,61,"GOWORK=off go test ./...",pass,"pass: GOWORK=off go test ./... — ",,,,2026-05-29T17:43:11+00:00
885,382,cozodb-goja,2026-05-28T21:46:14+00:00,note,events,167,,repo_update,"Opened B5 logcopter prerequisite PR before xgoja/API work.",https://github.com/go-go-golems/cozodb-goja/pull/3,,,2026-05-29T17:43:11+00:00
886,382,cozodb-goja,2026-05-28T21:46:14+00:00,note,events,168,,validation,"pass: make logcopter-check",,,,2026-05-29T17:43:11+00:00
887,382,cozodb-goja,2026-05-28T21:46:14+00:00,fix_or_validation,validations,60,"make logcopter-check",pass,"pass: make logcopter-check — ",,,,2026-05-29T17:43:11+00:00
888,383,cozodb-goja,2026-05-28T21:46:14+00:00,note,events,170,,validation,"pass: ggg release preflight --repo . --output json",,,,2026-05-29T17:43:11+00:00
889,383,cozodb-goja,2026-05-28T21:46:14+00:00,fix_or_validation,validations,62,"ggg release preflight --repo . --output json",pass,"pass: ggg release preflight --repo . --output json — ",,,,2026-05-29T17:43:11+00:00
890,383,cozodb-goja,2026-05-28T21:55:39+00:00,note,events,186,,repo_update,"Main branch actions watched after merge.",,,,2026-05-29T17:43:11+00:00
891,383,cozodb-goja,2026-05-28T23:04:36+00:00,fix_or_validation,events,239,,release,"released v0.0.2",https://github.com/go-go-golems/cozodb-goja/releases/tag/v0.0.2,,,2026-05-29T17:43:11+00:00
892,384,cozodb-goja,2026-05-28T23:05:22+00:00,note,events,245,,repo_update,"Release v0.0.2 tagged and pushed. Release workflow in_progress.",,,,2026-05-29T17:43:11+00:00
893,384,cozodb-goja,2026-05-28T23:20:41+00:00,fix_or_validation,events,269,,release_result,"Release v0.0.2 workflow succeeded. GitHub release published with assets.",,,,2026-05-29T17:43:11+00:00
894,385,devctl,2026-05-28T23:33:25+00:00,note,events,306,,validation,"pass: GOWORK=off go test ./...",,,,2026-05-29T17:43:11+00:00
895,385,devctl,2026-05-28T23:33:25+00:00,fix_or_validation,validations,105,"GOWORK=off go test ./...",pass,"pass: GOWORK=off go test ./... — ",,,,2026-05-29T17:43:11+00:00
896,386,devctl,2026-05-28T23:28:35+00:00,note,events,293,,repo_update,"Starting B5 logcopter baseline work locally.",,,,2026-05-29T17:43:11+00:00
897,386,devctl,2026-05-28T23:33:25+00:00,note,events,305,,validation,"pass: make logcopter-check",,,,2026-05-29T17:43:11+00:00
898,386,devctl,2026-05-28T23:33:25+00:00,fix_or_validation,validations,104,"make logcopter-check",pass,"pass: make logcopter-check — ",,,,2026-05-29T17:43:11+00:00
899,387,devctl,2026-05-28T23:37:43+00:00,fix_or_validation,events,316,,merge,"merged with merge commit 8fe91575ed065fc2aadef2de6d1e373e4010e360",https://github.com/go-go-golems/devctl/pull/9,8fe91575ed065fc2aadef2de6d1e373e4010e360,,2026-05-29T17:43:11+00:00
900,388,devctl,2026-05-28T23:37:51+00:00,fix_or_validation,events,317,,repo_update,"Main branch actions: no_runs (ok=true). Merged and verified.",,,,2026-05-29T17:43:11+00:00
901,389,dmeta,2026-05-28T20:29:06+00:00,fix_or_validation,events,86,,repo_update,"Triggered/waiting for Codex and PR readiness after opening B1 PR.",,,,2026-05-29T17:43:11+00:00
902,389,dmeta,2026-05-28T20:42:24+00:00,fix_progress,events,91,,repo_update,"Fixed Codex Makefile feedback; waiting for current-head Codex.",,,,2026-05-29T17:43:11+00:00
903,389,dmeta,2026-05-28T20:44:38+00:00,fix_or_validation,events,96,,codex,"Triggered fresh Codex after Makefile fallback fix.",,,,2026-05-29T17:43:11+00:00
904,389,dmeta,2026-05-28T20:50:50+00:00,note,events,108,,repo_update,"PR ready: no checks configured and Codex satisfied.",,,,2026-05-29T17:43:11+00:00
905,390,dmeta,2026-05-28T20:51:38+00:00,fix_or_validation,events,116,,merge,"merged with merge commit 0172e7ef18f143ce15d58f2eed665f79cd45f172",https://github.com/go-go-golems/dmeta/pull/5,0172e7ef18f143ce15d58f2eed665f79cd45f172,,2026-05-29T17:43:11+00:00
906,391,dmeta,2026-05-28T20:27:55+00:00,note,events,76,,repo_update,"Opened B1 logcopter + Glazed lint baseline PR.",https://github.com/go-go-golems/dmeta/pull/5,,,2026-05-29T17:43:11+00:00
907,391,dmeta,2026-05-28T20:27:55+00:00,note,events,78,,validation,"pass: make glazed-lint — uses glazed-lint from Glazed main because latest module release lacks cmd/tools/glazed-lint",,,,2026-05-29T17:43:11+00:00
908,391,dmeta,2026-05-28T20:27:55+00:00,fix_or_validation,validations,33,"make glazed-lint",pass,"pass: make glazed-lint — uses glazed-lint from Glazed main because latest module release lacks cmd/tools/glazed-lint",,,,2026-05-29T17:43:11+00:00
909,391,dmeta,2026-05-28T20:41:44+00:00,detected,events,89,,repo_update,"Codex feedback: restore Makefile empty GLAZED_VERSION workspace branch.",,,,2026-05-29T17:43:11+00:00
910,391,dmeta,2026-05-28T20:42:24+00:00,fix_or_validation,events,92,,validation,"pass: make glazed-lint — after Makefile version fallback fix",,,,2026-05-29T17:43:11+00:00
911,391,dmeta,2026-05-28T20:42:24+00:00,fix_or_validation,validations,40,"make glazed-lint",pass,"pass: make glazed-lint — after Makefile version fallback fix",,,,2026-05-29T17:43:11+00:00
912,392,dmeta,2026-05-28T20:27:55+00:00,note,events,79,,validation,"pass: GOWORK=off go test ./...",,,,2026-05-29T17:43:11+00:00
913,392,dmeta,2026-05-28T20:27:55+00:00,fix_or_validation,validations,34,"GOWORK=off go test ./...",pass,"pass: GOWORK=off go test ./... — ",,,,2026-05-29T17:43:11+00:00
914,393,dmeta,2026-05-28T20:26:05+00:00,note,events,74,,repo_update,"Started B1 baseline branch and ran mechanical logcopter adoption.",,,,2026-05-29T17:43:11+00:00
915,393,dmeta,2026-05-28T20:27:55+00:00,note,events,77,,validation,"pass: make logcopter-check",,,,2026-05-29T17:43:11+00:00
916,393,dmeta,2026-05-28T20:27:55+00:00,fix_or_validation,validations,32,"make logcopter-check",pass,"pass: make logcopter-check — ",,,,2026-05-29T17:43:11+00:00
917,394,dmeta,2026-05-28T20:27:55+00:00,detected,events,80,,validation,"warn: ggg release preflight --repo . --output json — missing_goreleaser warning only",,,,2026-05-29T17:43:11+00:00
918,394,dmeta,2026-05-28T20:27:55+00:00,detected,validations,35,"ggg release preflight --repo . --output json",warn,"warn: ggg release preflight --repo . --output json — missing_goreleaser warning only",,,,2026-05-29T17:43:11+00:00
919,394,dmeta,2026-05-28T23:17:53+00:00,fix_or_validation,events,253,,release,"released v0.0.1",https://github.com/go-go-golems/dmeta/releases/tag/v0.0.1,,,2026-05-29T17:43:11+00:00
920,395,dmeta,2026-05-28T20:58:11+00:00,note,events,117,,repo_update,"Marked dmeta main action verification complete: ggg run status repeatedly returned no_runs; no workflows/checks configured.",,,,2026-05-29T17:43:11+00:00
921,395,dmeta,2026-05-28T23:20:40+00:00,note,events,262,,release_note,"Tagged v0.0.1 — no GoReleaser/release workflow. Tag serves as module version marker only.",,,,2026-05-29T17:43:11+00:00
922,396,docmgr,2026-05-29T15:22:15+00:00,fix_or_validation,events,681,,repo_update,"Merged PR #38 with merge commit fcce3b05109ce55986550489b61d26c6b62bd246 after ggg ready/codex evidence.",,fcce3b05109ce55986550489b61d26c6b62bd246,,2026-05-29T17:43:11+00:00
923,397,docmgr,2026-05-29T15:22:15+00:00,fix_or_validation,events,680,,merge,"merged with merge commit fcce3b05109ce55986550489b61d26c6b62bd246",,fcce3b05109ce55986550489b61d26c6b62bd246,,2026-05-29T17:43:11+00:00
924,398,docmgr,2026-05-29T01:26:10+00:00,fix_or_validation,events,482,,repo_update,"Added glazed-lint + publish-docs.",,,,2026-05-29T17:43:11+00:00
925,399,docmgr,2026-05-29T14:43:40+00:00,fix_or_validation,events,646,,repo_update,"Pushed scoped gosec rollout suppressions 4c457d0d; local gosec passed with updated excludes.",,4c457d0d,,2026-05-29T17:43:11+00:00
926,400,docmgr,2026-05-28T23:36:53+00:00,fix_or_validation,events,313,,repo_update,"Fixed govulncheck: changed go-version from hardcoded 1.24 to go-version-file: go.mod. Also need to fix GoSec go-version.",,,,2026-05-29T17:43:11+00:00
927,400,docmgr,2026-05-28T23:49:07+00:00,fix_or_validation,events,341,,repo_update,"Upgraded go directive from 1.25.7 to 1.26.3 to fix govulncheck. Also previously fixed govulncheck job to use go-version-file instead of hardcoded 1.24.",,,,2026-05-29T17:43:11+00:00
928,401,docmgr,2026-05-28T23:31:49+00:00,note,events,303,,validation,"pass: GOWORK=off go test ./...",,,,2026-05-29T17:43:11+00:00
929,401,docmgr,2026-05-28T23:31:49+00:00,fix_or_validation,validations,103,"GOWORK=off go test ./...",pass,"pass: GOWORK=off go test ./... — ",,,,2026-05-29T17:43:11+00:00
930,402,docmgr,2026-05-28T23:28:35+00:00,note,events,292,,repo_update,"Starting B5 logcopter baseline work locally.",,,,2026-05-29T17:43:11+00:00
931,402,docmgr,2026-05-28T23:31:49+00:00,note,events,302,,validation,"pass: make logcopter-check",,,,2026-05-29T17:43:11+00:00
932,402,docmgr,2026-05-28T23:31:49+00:00,fix_or_validation,validations,102,"make logcopter-check",pass,"pass: make logcopter-check — ",,,,2026-05-29T17:43:11+00:00
933,403,docmgr,2026-05-29T00:01:19+00:00,fix_or_validation,events,371,,repo_update,"Updated CI workflows to match go-template canonical: setup-go@v6 + go-version-file, golangci-lint-action@v9 + version-file, checkout@v6, added .golangci-lint-version.",,,,2026-05-29T17:43:11+00:00
934,403,docmgr,2026-05-29T13:13:21+00:00,fix_or_validation,events,544,,repo_update,"P1 pass: repaired malformed push.yml where present and bumped glazed-lint analyzer pin to v1.3.6 where needed.",,,,2026-05-29T17:43:11+00:00
935,403,docmgr,2026-05-29T13:20:06+00:00,fix_progress,events,567,,repo_update,"P1 follow-up: fixed lint/glazed-lint findings after workflow repair and pushed updated PR branch.",,,,2026-05-29T17:43:11+00:00
936,403,docmgr,2026-05-29T15:55:35+00:00,fix_or_validation,events,713,,repo_update,"Verified post-merge main Go/lint/security rollout workflows succeeded; unrelated secret scanning failures ignored.",,,,2026-05-29T17:43:11+00:00
937,403,docmgr,2026-05-29T16:06:19+00:00,note,events,727,,repo_update,"State set to main_actions_verified after post-merge rollout workflow verification.",,,,2026-05-29T17:43:11+00:00
938,404,escuse-me,2026-05-29T13:47:13+00:00,fix_or_validation,events,584,,repo_update,"Triggered Codex review with ggg pr codex-trigger --wait-for-auto 30s.",,,,2026-05-29T17:43:11+00:00
939,405,escuse-me,2026-05-29T13:55:08+00:00,fix_or_validation,events,597,,merge,"merged with merge commit 6df7de9a63a1582d5fc7421587b721b99dda262e",https://github.com/go-go-golems/escuse-me/pull/83,6df7de9a63a1582d5fc7421587b721b99dda262e,,2026-05-29T17:43:11+00:00
940,406,escuse-me,2026-05-29T01:26:11+00:00,fix_or_validation,events,483,,repo_update,"Added glazed-lint + publish-docs.",,,,2026-05-29T17:43:11+00:00
941,407,escuse-me,2026-05-29T00:02:19+00:00,fix_progress,events,385,,repo_update,"Upgraded go directive from 1.25.0 to 1.26.3 to fix govulncheck stdlib findings.",,,,2026-05-29T17:43:11+00:00
942,408,escuse-me,2026-05-28T23:56:35+00:00,note,events,364,,validation,"pass: GOWORK=off go test ./...",,,,2026-05-29T17:43:11+00:00
943,408,escuse-me,2026-05-28T23:56:35+00:00,fix_or_validation,validations,123,"GOWORK=off go test ./...",pass,"pass: GOWORK=off go test ./... — ",,,,2026-05-29T17:43:11+00:00
944,409,escuse-me,2026-05-28T23:52:32+00:00,note,events,350,,repo_update,"Starting B5 logcopter baseline work locally.",,,,2026-05-29T17:43:11+00:00
945,409,escuse-me,2026-05-28T23:56:35+00:00,note,events,363,,validation,"pass: make logcopter-check",,,,2026-05-29T17:43:11+00:00
946,409,escuse-me,2026-05-28T23:56:35+00:00,fix_or_validation,validations,122,"make logcopter-check",pass,"pass: make logcopter-check — ",,,,2026-05-29T17:43:11+00:00
947,410,escuse-me,2026-05-29T00:01:20+00:00,fix_or_validation,events,372,,repo_update,"Updated CI workflows to match go-template canonical: setup-go@v6 + go-version-file, golangci-lint-action@v9 + version-file, checkout@v6, added .golangci-lint-version.",,,,2026-05-29T17:43:11+00:00
948,410,escuse-me,2026-05-29T13:13:21+00:00,fix_or_validation,events,545,,repo_update,"P1 pass: repaired malformed push.yml where present and bumped glazed-lint analyzer pin to v1.3.6 where needed.",,,,2026-05-29T17:43:11+00:00
949,410,escuse-me,2026-05-29T13:20:06+00:00,fix_progress,events,568,,repo_update,"P1 follow-up: fixed lint/glazed-lint findings after workflow repair and pushed updated PR branch.",,,,2026-05-29T17:43:11+00:00
