id,repo,issue_key,category,severity,title,status,detected_at,detected_by,evidence_summary,root_cause,fix_summary,fixed_at,fix_commits_json,validation_summary,source_refs_json,created_at,updated_at
365,cliopatra,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-29T14:04:38+00:00,"derived from tracker events/validations","merged with merge commit 0947afa150d8042f4ab071aa7e1222dc11a1b663","Derived from rollout tracker events.","merged with merge commit 0947afa150d8042f4ab071aa7e1222dc11a1b663",2026-05-29T14:04:38+00:00,"[""0947afa150d8042f4ab071aa7e1222dc11a1b663""]","","[""events:609""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
366,cliopatra,glazed_lint,glazed_lint,high,"Glazed CLI policy or analyzer issue",observed,2026-05-29T01:27:45+00:00,"derived from tracker events/validations","Opened glazed-lint + publish-docs PR.","The Glazed analyzer target, version, package coverage, or allow-path policy did not match the repository's CLI code.","",,[],"","[""events:505""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
367,cliopatra,govulncheck,govulncheck,high,"Go vulnerability scan issue",observed,2026-05-29T00:02:18+00:00,"derived from tracker events/validations","Upgraded go directive from 1.25.0 to 1.26.3 to fix govulncheck stdlib findings.","A vulnerable module version or Go toolchain mismatch caused govulncheck to fail.","Upgraded go directive from 1.25.0 to 1.26.3 to fix govulncheck stdlib findings.",,[],"","[""events:384""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
368,cliopatra,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T23:54:41+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — ",2026-05-28T23:54:41+00:00,[],"pass: GOWORK=off go test ./...","[""events:361"", ""validations:121""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
369,cliopatra,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T23:52:32+00:00,"derived from tracker events/validations","Starting B5 logcopter baseline work locally.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T23:54:40+00:00,[],"pass: make logcopter-check","[""events:349"", ""events:360"", ""validations:120""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
370,cliopatra,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-29T00:51:48+00:00,"derived from tracker events/validations","Tagged v0.6.4.","Post-merge or release verification required additional workflow observation or repair.","released v0.6.4",2026-05-29T00:51:49+00:00,[],"","[""events:419"", ""events:420""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
371,cliopatra,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",fixed,2026-05-29T00:01:18+00:00,"derived from tracker events/validations","Updated CI workflows to match go-template canonical: setup-go@v6 + go-version-file, golangci-lint-action@v9 + version-file, checkout@v6, added .golangci-lint-version.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","Verified main push golang-pipeline/golangci workflows succeeded after merge; unrelated security/dependency scanning alerts, where present, remain separate.",2026-05-29T14:11:27+00:00,[],"","[""events:370"", ""events:542"", ""events:566"", ""events:622""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
372,codex-sessions,codex_feedback,codex_feedback,medium,"Codex review feedback issue",fixed,2026-05-29T15:22:04+00:00,"derived from tracker events/validations","Merged PR #2 with merge commit 5b3c3000f30ba120aca58962fda449d470ef47df after ggg ready/codex evidence.","Current-head Codex review feedback required a follow-up commit or retrigger before readiness.","Merged PR #2 with merge commit 5b3c3000f30ba120aca58962fda449d470ef47df after ggg ready/codex evidence.",2026-05-29T15:22:04+00:00,"[""5b3c3000f30ba120aca58962fda449d470ef47df""]","","[""events:679""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
373,codex-sessions,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-29T15:22:04+00:00,"derived from tracker events/validations","merged with merge commit 5b3c3000f30ba120aca58962fda449d470ef47df","Derived from rollout tracker events.","merged with merge commit 5b3c3000f30ba120aca58962fda449d470ef47df",2026-05-29T15:22:04+00:00,"[""5b3c3000f30ba120aca58962fda449d470ef47df""]","","[""events:678""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
374,codex-sessions,glazed_lint,glazed_lint,high,"Glazed CLI policy or analyzer issue",fixed,2026-05-29T01:26:09+00:00,"derived from tracker events/validations","Added glazed-lint + publish-docs.","The Glazed analyzer target, version, package coverage, or allow-path policy did not match the repository's CLI code.","Added glazed-lint + publish-docs.",2026-05-29T01:26:09+00:00,[],"","[""events:481""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
375,codex-sessions,gosec,gosec,high,"GoSec security scan issue",fixed,2026-05-29T14:43:40+00:00,"derived from tracker events/validations","Pushed scoped gosec rollout suppressions 7170abd3; local gosec passed with updated excludes.","Gosec reported a security finding or required a scoped rollout suppression for legacy/pre-existing behavior.","Pushed scoped gosec rollout suppressions 7170abd3; local gosec passed with updated excludes.",2026-05-29T14:43:40+00:00,"[""7170abd3""]","","[""events:645""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
376,codex-sessions,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-29T01:04:40+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — ",2026-05-29T01:04:40+00:00,[],"pass: GOWORK=off go test ./...","[""events:432"", ""validations:133""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
377,codex-sessions,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-29T01:04:40+00:00,"derived from tracker events/validations","pass: make logcopter-check","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-29T01:04:40+00:00,[],"pass: make logcopter-check","[""events:431"", ""validations:132""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
378,codex-sessions,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",fixed,2026-05-29T13:13:21+00:00,"derived from tracker events/validations","P1 pass: repaired malformed push.yml where present and bumped glazed-lint analyzer pin to v1.3.6 where needed.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","Verified post-merge main Go/lint/security rollout workflows succeeded; unrelated secret scanning failures ignored.",2026-05-29T15:55:35+00:00,[],"","[""events:543"", ""events:712"", ""events:726""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
379,cozodb-goja,codex_feedback,codex_feedback,medium,"Codex review feedback issue",observed,2026-05-28T21:50:09+00:00,"derived from tracker events/validations","Checks green; waiting for Codex completion.","Current-head Codex review feedback required a follow-up commit or retrigger before readiness.","",,[],"","[""events:178""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
380,cozodb-goja,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-28T21:55:38+00:00,"derived from tracker events/validations","merged with merge commit c9a434a60051256e1a137dfe69676cc607342096","Derived from rollout tracker events.","merged with merge commit c9a434a60051256e1a137dfe69676cc607342096",2026-05-28T21:55:38+00:00,"[""c9a434a60051256e1a137dfe69676cc607342096""]","","[""events:185""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
381,cozodb-goja,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T21:46:14+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — ",2026-05-28T21:46:14+00:00,[],"pass: GOWORK=off go test ./...","[""events:169"", ""validations:61""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
382,cozodb-goja,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T21:46:14+00:00,"derived from tracker events/validations","Opened B5 logcopter prerequisite PR before xgoja/API work.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T21:46:14+00:00,[],"pass: make logcopter-check","[""events:167"", ""events:168"", ""validations:60""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
383,cozodb-goja,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-28T21:46:14+00:00,"derived from tracker events/validations","pass: ggg release preflight --repo . --output json","Post-merge or release verification required additional workflow observation or repair.","released v0.0.2",2026-05-28T23:04:36+00:00,[],"pass: ggg release preflight --repo . --output json","[""events:170"", ""validations:62"", ""events:186"", ""events:239""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
384,cozodb-goja,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",fixed,2026-05-28T23:05:22+00:00,"derived from tracker events/validations","Release v0.0.2 tagged and pushed. Release workflow in_progress.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","Release v0.0.2 workflow succeeded. GitHub release published with assets.",2026-05-28T23:20:41+00:00,[],"","[""events:245"", ""events:269""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
385,devctl,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T23:33:25+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — ",2026-05-28T23:33:25+00:00,[],"pass: GOWORK=off go test ./...","[""events:306"", ""validations:105""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
386,devctl,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T23:28:35+00:00,"derived from tracker events/validations","Starting B5 logcopter baseline work locally.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T23:33:25+00:00,[],"pass: make logcopter-check","[""events:293"", ""events:305"", ""validations:104""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
387,devctl,nancy_ossindex,nancy_ossindex,medium,"Nancy/OSS Index scan issue",fixed,2026-05-28T23:37:43+00:00,"derived from tracker events/validations","merged with merge commit 8fe91575ed065fc2aadef2de6d1e373e4010e360","Nancy/OSS Index scanning was unavailable or returned external-service failures in CI.","merged with merge commit 8fe91575ed065fc2aadef2de6d1e373e4010e360",2026-05-28T23:37:43+00:00,"[""8fe91575ed065fc2aadef2de6d1e373e4010e360""]","","[""events:316""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
388,devctl,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-28T23:37:51+00:00,"derived from tracker events/validations","Main branch actions: no_runs (ok=true). Merged and verified.","Post-merge or release verification required additional workflow observation or repair.","Main branch actions: no_runs (ok=true). Merged and verified.",2026-05-28T23:37:51+00:00,[],"","[""events:317""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
389,dmeta,codex_feedback,codex_feedback,medium,"Codex review feedback issue",fixed,2026-05-28T20:29:06+00:00,"derived from tracker events/validations","Triggered/waiting for Codex and PR readiness after opening B1 PR.","Current-head Codex review feedback required a follow-up commit or retrigger before readiness.","Triggered fresh Codex after Makefile fallback fix.",2026-05-28T20:44:38+00:00,[],"","[""events:86"", ""events:91"", ""events:96"", ""events:108""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
390,dmeta,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-28T20:51:38+00:00,"derived from tracker events/validations","merged with merge commit 0172e7ef18f143ce15d58f2eed665f79cd45f172","Derived from rollout tracker events.","merged with merge commit 0172e7ef18f143ce15d58f2eed665f79cd45f172",2026-05-28T20:51:38+00:00,"[""0172e7ef18f143ce15d58f2eed665f79cd45f172""]","","[""events:116""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
391,dmeta,glazed_lint,glazed_lint,high,"Glazed CLI policy or analyzer issue",fixed,2026-05-28T20:41:44+00:00,"derived from tracker events/validations","Codex feedback: restore Makefile empty GLAZED_VERSION workspace branch.","The Glazed analyzer target, version, package coverage, or allow-path policy did not match the repository's CLI code.","pass: make glazed-lint — after Makefile version fallback fix",2026-05-28T20:42:24+00:00,[],"pass: make glazed-lint; pass: make glazed-lint","[""events:76"", ""events:78"", ""validations:33"", ""events:89"", ""events:92"", ""validations:40""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
392,dmeta,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T20:27:55+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — ",2026-05-28T20:27:55+00:00,[],"pass: GOWORK=off go test ./...","[""events:79"", ""validations:34""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
393,dmeta,logcopter_generation,logcopter_generation,high,"Logcopter generation/check issue",fixed,2026-05-28T20:26:05+00:00,"derived from tracker events/validations","Started B1 baseline branch and ran mechanical logcopter adoption.","Generated logcopter files or logcopter generate/check package lists were missing, stale, ignored, or inconsistent.","pass: make logcopter-check — ",2026-05-28T20:27:55+00:00,[],"pass: make logcopter-check","[""events:74"", ""events:77"", ""validations:32""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
394,dmeta,release_or_main_verification,release_or_main_verification,medium,"Release or post-merge main verification issue",fixed,2026-05-28T20:27:55+00:00,"derived from tracker events/validations","warn: ggg release preflight --repo . --output json — missing_goreleaser warning only","Post-merge or release verification required additional workflow observation or repair.","released v0.0.1",2026-05-28T23:17:53+00:00,[],"warn: ggg release preflight --repo . --output json","[""events:80"", ""validations:35"", ""events:253""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
395,dmeta,workflow_yaml,workflow_yaml,high,"GitHub workflow structure or main workflow execution issue",observed,2026-05-28T20:58:11+00:00,"derived from tracker events/validations","Marked dmeta main action verification complete: ggg run status repeatedly returned no_runs; no workflows/checks configured.","Workflow steps were malformed, incomplete, or behaved differently on main than the rollout expected.","",,[],"","[""events:117"", ""events:262""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
396,docmgr,codex_feedback,codex_feedback,medium,"Codex review feedback issue",fixed,2026-05-29T15:22:15+00:00,"derived from tracker events/validations","Merged PR #38 with merge commit fcce3b05109ce55986550489b61d26c6b62bd246 after ggg ready/codex evidence.","Current-head Codex review feedback required a follow-up commit or retrigger before readiness.","Merged PR #38 with merge commit fcce3b05109ce55986550489b61d26c6b62bd246 after ggg ready/codex evidence.",2026-05-29T15:22:15+00:00,"[""fcce3b05109ce55986550489b61d26c6b62bd246""]","","[""events:681""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
397,docmgr,general_rollout,general_rollout,medium,"General rollout issue or notable event",fixed,2026-05-29T15:22:15+00:00,"derived from tracker events/validations","merged with merge commit fcce3b05109ce55986550489b61d26c6b62bd246","Derived from rollout tracker events.","merged with merge commit fcce3b05109ce55986550489b61d26c6b62bd246",2026-05-29T15:22:15+00:00,"[""fcce3b05109ce55986550489b61d26c6b62bd246""]","","[""events:680""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
398,docmgr,glazed_lint,glazed_lint,high,"Glazed CLI policy or analyzer issue",fixed,2026-05-29T01:26:10+00:00,"derived from tracker events/validations","Added glazed-lint + publish-docs.","The Glazed analyzer target, version, package coverage, or allow-path policy did not match the repository's CLI code.","Added glazed-lint + publish-docs.",2026-05-29T01:26:10+00:00,[],"","[""events:482""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
399,docmgr,gosec,gosec,high,"GoSec security scan issue",fixed,2026-05-29T14:43:40+00:00,"derived from tracker events/validations","Pushed scoped gosec rollout suppressions 4c457d0d; local gosec passed with updated excludes.","Gosec reported a security finding or required a scoped rollout suppression for legacy/pre-existing behavior.","Pushed scoped gosec rollout suppressions 4c457d0d; local gosec passed with updated excludes.",2026-05-29T14:43:40+00:00,"[""4c457d0d""]","","[""events:646""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
400,docmgr,govulncheck,govulncheck,high,"Go vulnerability scan issue",fixed,2026-05-28T23:36:53+00:00,"derived from tracker events/validations","Fixed govulncheck: changed go-version from hardcoded 1.24 to go-version-file: go.mod. Also need to fix GoSec go-version.","A vulnerable module version or Go toolchain mismatch caused govulncheck to fail.","Upgraded go directive from 1.25.7 to 1.26.3 to fix govulncheck. Also previously fixed govulncheck job to use go-version-file instead of hardcoded 1.24.",2026-05-28T23:49:07+00:00,[],"","[""events:313"", ""events:341""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
401,docmgr,local_validation,local_validation,medium,"Local validation issue",fixed,2026-05-28T23:31:49+00:00,"derived from tracker events/validations","pass: GOWORK=off go test ./...","A local validation command failed or warned and required follow-up before progressing.","pass: GOWORK=off go test ./... — ",2026-05-28T23:31:49+00:00,[],"pass: GOWORK=off go test ./...","[""events:303"", ""validations:103""]",2026-05-29T17:43:11+00:00,2026-05-29T17:43:11+00:00
